Review,giai_tri,luu_tru,nha_hang,an_uong,van_chuyen,mua_sam
Máy lạnh Daikin nhưng điều khiển chỉ cho tắt mở và tăng giảm nhiệt chứ không điều chỉnh được chế độ quạt và làm lạnh.,0,3,0,0,0,0
"Đặc biệt view biển cực đẹp, đi lại thuận tiện.",0,0,0,0,5,0
"Biết được quan này qua foodyquynhon, lâu lâu về Bình Định nên ghé uống thử. Đầu tiên là không gian quán khá là oke, mình rất thích bàn ghế sắt bên ngoài, nhìn đẹp và dễ thương sao í!! ^.^"" Mình vào bên trong và chọn ngồi trên ghế nệm. Không gian bên trong khá oke chỉ có lúc order đợi hơi lâu. Mình vào lúc vắng khách nhưng nhân viên không biết làm gì một lúc sau mới cho mình order r lại đợi cả quãn thời gian làm đồ uống. Chắc tại mình vội nên mình hơi không hài lòng lắm về khoảng này. Nhưng đồ uống ngon. Giá cũng vừa phải!!! Nói chung sẽ còn quay lại !!!",0,0,0,4,0,0
"Cốp xe tại quy nhơn vừa tiện lợi lại vừa tiết kiệm chi phí, làm chủ và làm chủ thời gian, thoải mái thật sự.",0,0,0,0,5,0
"Hãng xe này so với Grab thì mắc hơn tuy nhiên cách đào tạo nhân viên thì dở , bởi họ không được đào tạo kỹ năng cơ bản khi phục vụ
 khách hàng , với tôi chọn Grab khi di chuyển là lựa chọn hàng đầu ,",1,0,0,0,1,0
Phục vụ tận tình chu đáo. Điểm nghỉ dưỡng tuyệt vời!!!!,0,5,0,0,0,0
"Diện tích rộng, đa dạng cây cối thực vật hoa cỏ,... Đa dạng các thể loại trò chơi cho thiếu nhi như đu quay lớn, tàu lượn siêu tốc, câu cá, xe điện đụng,đu quay ngựa,... Giá cả phải chăng",5,0,0,0,0,0
"Đi trúng mùa dịch nên giá phòng rất rẻ, phòng sạch sẽ tiện nghi. Khách sạn rất đẹp. Anh chủ rất là nhiệt tình và vui vẻ.",0,5,0,0,0,0
"Đi xem phim Cua lại vợ bầu, suất chiếu cuối 23:20 nhưng có một chút lỗi kĩ thuật. Tuy nhiên anh bán vé rất ân cần, chu đáo giải quyết vấn đề. Rạp oke về mặt hình ảnh, âm thanh, ghế ngồi thoải mái.
Điểm trừ là về mặt vệ sinh. Không biết có phải vì là suất cuối, mà nước, bắp của suất chiếu trước không ai dọn dẹp cả, vẫn còn y nguyên. Đề nghị ban quản lý nên khắc phục và chuyên nghiệp hơn.",4,0,0,0,0,0
"Quán chuyên hải sản tươi sống, dù ngày lễ đông khách vẫn đủ phục vụ du khách đến tham quan, mua về! Tốt cho 5 sao!",0,0,0,5,0,5
"Không khí rất đẹp, nhân viên tuyệt vời, đặc biệt là Paul. Có rất nhiều niềm vui trong đêm nhạc sống. 
Vì vậy, nhiều trò chơi hội đồng quản trị, họ thậm chí có một bàn bi-a. Thực sự tốt burger, cá và khoai tây chiên. Cheep bia & cocktail ngon.",5,0,0,5,0,0
"Vị trí chủ yếu là ngoài vỉa hè nhưng khá mát mẻ vì nằm ngay sát biển. Không có nơi giữ xe, phải để xe trên đường. Giá cả vừa phải thích hợp với sinh viên, học sinh. Sinh tố ngon, nhưng hơi ít và ngọt. Chủ yếu là sinh tố dầm. Bánh bèo nóng ăn khá ngon. Phục vụ tận tình, thân thiện. Không gian thoáng mát mẻ, sạch sẽ sinh tố; bánh bèo",0,0,0,4,0,0
Nó cũng được đề xuất bởi các nhân viên tại khách sạn của chúng tôi cho sam,0,3,0,0,0,0
Quán view đẹp Không gian mát mẻ Service tốt thân thiện Drink and food ngon Đặc biệt view sunset tầm 5h rất tuyệt,0,0,0,5,0,0
"Siêu thị nằm ngay trung tâm thành phố quy nhơn. Luôn tấp nập khách ra vào mua hàng mỗi ngày. Luôn cải thiện và nâng cao chất lượng dịch vụ cho khách hàng. Ngày càng có nhiều sản phẩm đa dạng để cạnh tranh với các siêu thị khác trên địa bàn
",0,0,0,0,0,3
"Công ty tuyệt vời nhưng cũng đắt đỏ. Đề nghị bạn sử dụng taxi GRAB hiệu quả và thực sự rẻ. Chúng tôi đã lấy một ngày có giá 13, 000 
đến khách sạn của chúng tôi. Ngày hôm sau, chúng tôi lười biếng và sử dụng Vinasun cho cùng một hành trình là 330, 000, không bị cướp khi họ sử dụng đồng hồ mà chỉ cảm thấy ngu ngốc. Tải ứng dụng và tiết kiệm cho mình tải.",0,0,0,0,1,0
"Tôi không hiểu nhân viên ở quy nhơn kiểu gì khách hàng vào thấy cũng làm ngơ chẳn ai chào hỏi tiếp đón không bằng thế giới di động. Để khách đợi chờ không ai tới hỏi. Chỉ mạnh ai nấy làm việc. Thật tệ cho các nhân viên ở NguyenKim Quy nhơn
",0,0,0,0,0,2
"Hôm trước mình và bạn cũng có ghé đến quán, nhưng thật sự thấy ko vừa ý. thứ nhất là hình ảnh quán PR rất nhiều món, nhưng khi đến thì m nhìn tủ lạnh có lèo tèo vài món, mà nhìn cũng ko đc tươi ngon( biết là đồ xiên que đông lạnh nhưng nhìn như để lâu rồi ấy), lúc đấy chỉ mới có 7h hơn nên cũng k thể gọi là hết đồ được, tủ lạnh thì nhìn ko đc sạch sẽ mặc dù xiên que có để từng khay riêng biệt nhưng lỡ vào quán và lúc đó cũng chỉ có 2 đứa nên thôi chọn đại để ăn, chỗ quán cũng khá khuất và ít người, mùi vị thì cũng như bao quán khác vì cũng là xiên que làm sẵn thôi.... nói chung ko ấn tượng như mình nghĩ.",0,0,0,1,0,0
"Mình k biết sao chỗ này lại chỉ đc 6.6 nhưng mình thấy riêng về đồ ăn vị khá là ổn đấy. Nay mình ăn 3 món tokbokki, lẩu bò và cơm nắm thì chỉ có cơm nắm là k ổn nhất thôi còn lại là rất đáng đồng tiền. Tuy nhiên nhân viên phục vụ có chút không tận tình khi trên bàn mình ngồi k có giấy ăn, đũa thìa các thứ nhưng nhân viên k mang ra mà mình phải tự đi lấy. Nói chung mình đi 2 người, ăn được nhiều món thỏa thích thì chỉ mất có 130k thôi. Rất đáng để thử.",0,0,0,4,0,0
"Đầy đủ mọi thứ, giá phải chăng",0,0,0,0,0,5
"Nhân viên đùa nhau hất nước vào đầu, tay khách. Nhân viên không xin lỗi khách hàng . Không mang khăn hay bất cứ gì để lau cho khách hàng.",1,0,1,0,0,0
"Chuyến bay của tôi delay gần 2 tiếng nhưng vẫn được đơn vị cung cấp dịch vụ xe đón sân bay Quy Nhơn hổ trợ đợi chờ và đón tại Sân Bay. Cám ơn đơn vị và tài xế.
",0,0,0,0,4,0
"Tôi thích nơi này rất nhiều, tôi đã đến đây vài lần chỉ để trốn khỏi những con phố nhộn nhịp và tìm một bến lạnh và một số món ăn nhẹ vào buổi chiều. Họ không bao giờ thất vọng và liên tục cung cấp các món ăn nhẹ ngon.",0,0,0,4,0,0
"Tôi thấy toàn review tốt và rate 9.2 ngạc nhiên quá, có lẽ có tiểu xảo. Vợ chồng mình vào, tổng cộng có 1 bàn đang ăn, bên ngoài có khoảng 3 kí ngao, 2 kí sò lông, 4 con ghẹ, 2 con tôm hùm và 1 con cá song, còn lại không có gì. Nên đành ăn cơm trứng, thịt lơn với giá không hề rẻ. Ở đây so sánh nhanh tôm hùm bán 1,8 tr trong khi Hoàng Thao 1,3tr/kg. Quán cũng bình dân, được cái nhân viên tận tình.",0,0,0,1,0,0
"Tôi lưu trú lại VHotel 4 đêm, 2 ngày đầu, mọi thứ đều rất ok và tuyệt vời. 2 Ngày cuối thì nhân viên dọn phòng, không cung cấp cho phòng tôi Cà phê (được free khi book phòng). Làm hại 2 ngày cuối cùng tôi không thể thưởng thức được cà phê mỗi buổi sáng.",0,5,0,2,0,0
"Khu di tích bán vé nhưng dịch vụ vệ sinh quá tệ, không có nước, không có người quản lý. Không bao giờ quay lại",1,0,0,0,0,0
"Hôm nay, tôi gọi phòng vip họp mặt bạn!!! Khi nói chuyện với nhân viên đặt phòng. Mới hỏi một câu thi lại đáp một câu, ko biết tôn trọng khách hàng!!! Tôi khuyến cáo mọi người ko nên tới nhà hàng nay! Cho dù thức ăn ngòn mài cách phục vụ thế này ko chấp nhận được😠😠😠",0,0,0,1,0,0
"chỉ với 15 K vnd bạn sẽ có được vé một chiều và với 30 K vnd một vé khứ hồi cho Sài Gòn Waterbus. đi xe đến điểm 
dừng cuối cùng mất khoảng 50 phút. bạn có thể nhận và quay lại sau, hoặc chỉ ở lại trên tàu và trở về. Boatride cung cấp hai giờ đồng hồ khỏi kẹt xe và tiếng ồn, một số cảnh quan ngoạn mục trên đường chân trời hiện đại của Sài Gòn và một góc nhìn dọc theo bờ sông. chúng tôi rất thích chuyến đi buổi chiều khởi hành lúc 15 giờ. 30 h và có một chuyến du lịch trở về hoàng hôn. rất đáng yêu không có tiền",4,0,0,0,4,0
"Trung tâm thương hiệu lớn, rất nhiều cửa hàng nếu bạn muốn thỏa thuận thực sự và rất nhiều quán ăn chủ yếu là người châu Á đã thấy bất cứ điều gì phương Tây nhưng không mong đợi. Mua một vài món đồ trong một cửa hàng (Mumuso) và phát hiện ra khi trở lại khách sạn chúng tôi đã thiếu món đồ đắt nhất. Một bài học kinh nghiệm để kiểm tra trước khi rời khỏi cửa hàng rằng tất cả các mặt hàng đều ở trong túi.",0,0,0,0,0,2
"Phòng view biển đẹp, nhân viên thân thiện dễ thương. Cơ sở vật chất tương đối mới. Giá rẻ so với chất lượng phòng.",0,5,0,0,0,0
"Quán này cũng khá nổi ở QN. Không gian tuy hơi nhỏ nhưng trang trí dễ thương nè. Nhân viên cũng dễ thương và nhanh nhẹn, anh chủ quán dễ thương luôn Menu khá đa dạng, trà chanh trà sữa trà đào bla bla. Có size lựa chọn luôn. Mình uống trà chanh cũng ngon mà lần sau uống trà sữa cũng okay nốt Nếu có dịp sẽ uống lại",0,0,0,5,0,0
"Gotour là công ty du lịch uy tín tại Quy Nhơn mà tôi từng biết, hướng dẫn viên ngoài nhiệt tình và vui vẻ , còn biết chụp ảnh cho khách hàng rất đẹp. Gia đình tôi hài lòng về chuyến đi vừa rồi. Hẹn gặp lại Gotour Quy Nhơn những dịp khác",4,0,0,0,0,0
"Khách sạn thoáng, nhân viên nhiệt tình hỗ trợ, ks ngay trung tâm, gần tiệm Mỳ nhà gỗ, Gà Tuk tuk nên tiện đi lại",0,4,3,0,0,0
"Giá cả hợp lý trong mùa dịch, chất lượng tốt, có dịp sẽ ghé lại.",0,0,0,0,0,5
"Chưa mở lại dịch vụ giặt ủi, tivi ko mở được.",0,1,0,0,0,0
"Tươi, chế biến ngon, giá cả hợp lý !",0,0,0,5,0,0
"Không gian yên tĩnh có chỗ ngồi uống cà phê, sạch sẽ, dễ di chuyển, thái độ nhân viên phục vụ tốt",0,0,5,0,0,0
"Bãi biển đẹp. Gần công viên thiếu nhi. Thích hợp cho trẻ em. Và cho ng lớn nữa.
",5,0,0,0,0,0
"Chưa thấy quán nào làm mình rất hài lòng như quán này. Nhân viên order rất dễ thương. Nhân viên phục vụ cực kì siêng năng nhanh nhẹn. Quán decor cũng bình thường dễ thương thôi nhưng các bạn dọn dẹp đâu ra đây. Nhiều quán ko đc như vậy đâu. Có hẳn quầy tự phục vụ gồm khăn giấy, bình trà, ly tách và cả thùng đá để thêm đá cho khách nào có nhu cầu. Mình thấy hầu như mấy bạn làm việc liên tục, sắp xếp lại quầy tự phục vụ, bàn ghế.... nhà vệ sinh cách xa chỗ ngồi uống và khá sạch sẽ. Mình đi vệ sinh nhiều lần cũng ko thấy ngại khi phải đi qua khu vực nhân viên ngồi như quán khác nếu đi nhiều lần haha. Chấm điểm cao cho Pop và ước gì có nhiều tiền để ủng hộ quán dài dài 😂😂",0,0,0,5,0,0
"Gần biển,gần chỗ ăn uống.Nhân viên dễ thương",0,5,0,0,0,0
"Mình ở Quy Nhơn 4 năm rồi... Thỉnh thoảng lâu lâu có bạn vào hay thuê xe máy để đi chơi... Mình cũng thử thuê ở nhiều chỗ khác nhau nhưng chỉ ưng ý mỗi chỗ của chú Tính thôi. Xe ga hay xe số cũng đều mới kít, động cơ ngon còn con hơn xe nhà nữa í, thích hợp với việc đi xa. Nhiều lúc mình có xe nhưng vẫn thuê xe của chú để đi chơi xa cho phê.. 😅😅😅 à tiệm chú có sữa xe nên sau mỗi lần khách trả xe chú lại hay kiểm tra xem xe có bị gì để khắc phục sữa chữa, thành thử khách sau thuê xe,xe vẫn mới và ngon như thuở ban đầu... Còn ủng hộ chú dài dài nếu có dịp ạ 🤗🤗",0,0,0,0,5,0
"Quán mát mẽ ok dịch vụ tốt. Nhưng vô lý ở chỗ khách vào uống nước ở quán trả tiền rồi lúc về lại mất thêm tiền giữ xe trước quán. Hazz...
",0,0,0,2,0,0
"Mình vừa đặt một con gà thả vườn ở nhà hàng Mộc Viên, nửa con nướng, nửa con hấp cùng với bộ lòng xào mướp. Từ lúc mình đặt thì khoảng 1 tiếng sau thì đã xong, lúc mình mang về gà vẫn còn nóng. Cả nhà ăn xong ai cũng nói gà khá ngon, ăn vừa miệng. Đặc biệt, mình rất thích phần đồ ăn kèm rất là nhiều như dưa chua, dưa chuột, cà chua và rất nhiều loại nước chấm khác nhau (tuỳ theo sở thích mỗi người). So với mặt bằng chung tại Tp.Quy Nhơn thì 1 con gà/195k cũng không quá đắt, cũng không rẻ quá, tóm lại là giá cả phải chăng, đồ ăn ngon, thế thôi!",0,0,5,5,0,0
"Thấy tiệm này mở cũng khá lâu rồi mà bây giờ mới có dịp đến thử Quán nhỏ nhỏ xinh xinh , không được deco gì nhiều cho lắm . Không gian mát mẻ Chị chủ và nhân viên phục vụ nhiệt tình , hiếu khách và rất dễ chịu Menu có đa dạng các loại đồ ăn vặt tha hồ cho khách lựa chọn Các loại đồ ăn được bày trong tủ lạnh có kèm theo giá cho mỗi loại , nhìn rất sạch sẽ Giá cả quá rẻ so với các quán khác Đồ ăn khá ngon , hấp dẫn",0,0,0,5,0,0
Vị trí gần biển nhưng do khách sạn nằm trong ngõ nên view biển căn góc không thực sự đẹp như trong hình,0,2,0,0,0,0
Nhân viên thật là ải :)) đừng để tui gặp lại tui mà gặp lại tui ỉa pẹc pẹc banh cái siêu thị =)))) 😏pủm pủm ỉa tám chồng 💩💩💩💩💩💩💩,0,0,0,0,0,1
"Có dịch vụ giao hàng, nhưng ko nhận giao nước giải khát
",0,0,0,0,0,3
Các món hải sản được ưu tiên ở đây và là thứ bạn cần gọi.,0,0,0,3,0,0
"Tôi nghe nhiều du khách nói gì đó về bánh pancake tôm giòn - bahn xeo. Đi lên cửa hàng ngay khi chúng tôi đến Quy Hưng. 
Họ đã mang nhiều thứ lên bàn và chúng tôi không biết làm thế nào để đối phó với quá nhiều thứ. May mắn thay, các nhân viên đã chú ý và chỉ cho chúng tôi cách cuộn nó trong bánh tráng sau đó thưởng thức với nước mắm. Thú vị & ngon miệng! Đó là một chút dầu nên chúng ta không thể ăn nhiều.",0,0,5,5,0,0
"Lần đầu đến Bình Định mình cũng nhờ foody để tìm quán ăn. Vô tình đi ngang quán này nên ghé vào thử. Quán khá rộng, đẹp và thoáng nữa. Quán có kem tự chọn giống i love kem ở Sài Gòn giá lúc mình ăn là 23.000 đồng /100 gram. Có nhiều vị để chọn. Thích nhất vị dừa và chanh dây. Ngoài ra quán còn nhiều thức uống khác giá tương đối. Từ đây có thể đi bộ hoặc chạy ra bãi biển quy nhơn cách đó chừng 1km. Nếu có cơ hội đến quy nhơn hãy đến đây dùng thử nhé. Nhân viên dễ mến nữa nhé.",0,0,0,5,0,0
